uri,Glossary Term,definition,type,label,alternative label,tag,description,definition extension,editorial note,document link,seeAlso,broader term,narrower term,related term,has exact match,has close match,has broader match,has related match
http://nwcg.gov/glos/nwcg_terms/nwcg-gridSearchTechnique,grid search technique,A search technique typically dividing into squares the specific origin area and ignition area of a wildland fire to systematically search for microscale fire pattern indicators and evidence.,Business Term,grid search technique,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-scratchLine,scratch line,An unfinished preliminary control line hastily established or constructed as an emergency measure to check the spread of fire.,Business Term,scratch line,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-standReplacingFire,stand replacing fire,Fire which kills all or most of the living overstory trees in a forest and initiates forest succession or regrowth. Also explicitly describes the nature of fire in grasslands and some shrublands.,Business Term,stand replacing fire,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireDangerRatingOperatingPlan,Fire Danger Rating Operating Plan,"A guide to collection, communication, and application of fire danger ratings at the local level.",Business Term,Fire Danger Rating Operating Plan,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-plumeDominatedWildlandFire,plume-dominated wildland fire,A wildland fire whose activity is determined by the convection column.,Business Term,plume-dominated wildland fire,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-lightDutyLevel,light duty level,"Light duty mainly involves office-type work with occasional field activity characterized by light physical exertion requiring basic good health. &nbsp;Individuals almost always can govern the extent and pace of their physical activity.&nbsp; Essential functions include, but are not limited to: climbing stairs, standing, operating a vehicle, and long hours of work, as well as some bending, stooping, or light lifting.",Business Term,light duty level,light duty level,Resources,,,"gb - in an enumeration, can likely remove here",,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-positionCurrencyRequirement,position currency requirement,The requirement to perform satisfactorily in a specified position within the last five years (three years for aviation and expanded dispatch positions) in order to maintain qualification for the position.,Business Term,position currency requirement,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-lookoutCrewMember,lookout (crew member),A fire crew member assigned to observe the fire and warn the crew when there is danger of becoming trapped.,Business Term,lookout (crew member),,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-blackline,blackline,"Preburning of fuels adjacent to a control line before igniting a prescribed burn. Blacklining is usually done in heavy fuels adjacent to a control line during periods of low fire danger to reduce heat on holding crews and lessen chances for spotting across control line. In fire suppression, a blackline denotes a condition where there is no unburned material between the fireline and the fire edge.",Business Term,blackline,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-boundaryConditions,boundary conditions,The temperature and relative humidity of the boundary layer.,Business Term,boundary conditions,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-poise,poise,"Unit of fluid viscosity in fire retardant, defined as tangential force per unit area (dynes/square centimeter) required to maintain unit difference in velocity (1 centimeter/second) between two parallel planes separated by 1 cm of fluid (1 poise=1 dyne-second/cubic centimeter).&nbsp;",Business Term,poise,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-surge,surge,Rapid increase in water flow which may result in a corresponding pressure rise.,Business Term,surge,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-burningRate,burning rate,Rate at which a propellant and other combustibles burn.,Business Term,burning rate,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-grossVehicleWeight,Gross Vehicle Weight,"Actual vehicle weight, including chassis, body, cab, equipment, water, fuel, crew, and all other load.",Business Term,Gross Vehicle Weight,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-longRangeSpotting,long-range spotting,Large glowing firebrands are carried high into the convection column and then fall out downwind beyond the main fire starting new fires. Such spotting can easily occur 1/4 mile or more from the firebrand's source.,Business Term,long-range spotting,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-carrierFuels,carrier fuels,The fuels that support the flaming front of the moving fire.,Business Term,carrier fuels,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fahrenheit,fahrenheit,"A temperature scale on which 320 F denotes the temperature of melting ice, and 2120 F the temperature of boiling water, both under standard atmospheric pressure.",Business Term,fahrenheit,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-firelineExplosives,Fireline Explosives,Specially developed coils containing explosive powder that are detonated to create a fireline through ground fuels.,Business Term,Fireline Explosives,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-pointSourceFirePredictions,point source fire predictions,"Predictions that apply to an initiating fire burning during a time when conditions have been relatively constant, or where it can be assumed that the fire will maintain a basically elliptical shape.",Business Term,point source fire predictions,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-protectionBoundary,protection boundary,The exterior perimeter of an area within which a specified fire agency has assumed a degree of responsibility for wildland fire control. It may include land in addition to that for which the agency has jurisdiction or contractual responsibility.,Business Term,protection boundary,,Miscellaneous,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-patrolTime,patrol time,Elapsed time from completion of original mopping up until the fire is declared to be extinguished.,Business Term,patrol time,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incidentComplex,incident complex,"Two or more distinct incidents in the same general area that, by management action, are managed under a single incident commander or unified command in order to improve efficiency and simplify incident management processes.",Business Term,incident complex,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/ametsoc-windsAloft,winds aloft,"Generally, wind speeds and wind directions at various levels in the atmosphere above the domain of surface weather observations.",Business Term,winds aloft,,Fire Environment,,,,https://glossary.ametsoc.org/wiki/Winds_aloft,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-outOfServiceResources,out-of-service resources,"Resources assigned to an incident but unable to respond for mechanical, rest, or personal reasons.",Business Term,out-of-service resources,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-resourcesUnit,Resources Unit,"Functional unit within the planning section responsible for recording the status of resources committed to the incident. The unit also evaluates resources currently committed to the incident, the impact that additional responding resources will have on the incident, and anticipated resource needs.&nbsp;",Business Term,Resources Unit,,Incident,,,gb,,,Planning Section,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireSuppressant,fire suppressant,Any agent used to extinguish the flaming and glowing phases of combustion by direct application to the burning fuel.,Business Term,fire suppressant,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-unityOfCommand,unity of command,The concept by which each person within an organization reports to one and only one designated person.,Business Term,unity of command,,Incident,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-setIncendiary,set (incendiary),An individual incendiary fire.,Business Term,set (incendiary),,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-hazardReduction,hazard reduction,Any treatment of living and dead fuels that reduces the potential spread or consequences of fire.,Business Term,hazard reduction,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-secondaryLookoutLocation,secondary lookout (location),"A lookout point intermittently used to supplement the visible area coverage of the primary lookout system when required by fire danger, poor visibility, or other factors.",Business Term,secondary lookout (location),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-coldTrailing,cold trailing,"A method of controlling a partly dead fire edge by carefully inspecting and feeling with the hand for heat to detect any fire, digging out every live spot, and trenching any live edge.",Business Term,cold trailing,,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-groundTruth,ground truth,"Verification at the site of what has been observed and/or measured from aircraft, satellites, other aerial platforms, aerial photographs, or maps.",Business Term,ground truth,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-residualSmoke,residual smoke,"Smoke produced by smoldering material. The flux of smoke originating well after the active flaming combustion period with little or no vertical buoyancy and, therefore, most susceptible to subsidence inversions and down-valley flows.",Business Term,residual smoke,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-liveHerbaceousMoistureContent,live herbaceous moisture content,"Ratio of the amount of water to the amount of dry plant material in herbaceous plants (i.e., grasses and forbs).",Business Term,live herbaceous moisture content,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-preventionOfSignificantDeterioration,Prevention of Significant Deterioration,"A program identified by the Clean Air Act to prevent air quality and visibility degradation and to remedy existing visibility problems. Areas of the country are grouped into 3 classes which are allowed certain degrees of pollution depending on their uses. National Parks and Wilderness Areas meeting certain criteria are ""Class I"" or ""clean area"" in that they have the smallest allowable increment of degradation.&nbsp;",Business Term,Prevention of Significant Deterioration,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-bowlesBag,Bowles Bag,A neoprene tank designed for attachment to the landing skid frame of a helicopter. It has a capacity of 80 to 100 gallons (303 to 378 liters) of water or retardant.,Business Term,Bowles Bag,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-convectiveLiftFirePhase,convective-lift fire phase,The phase of a fire when most of the emissions are entrained into a definite convection column.,Business Term,convective-lift fire phase,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-aircraftFootprint,aircraft footprint,"That area on the surface of the earth, runway, or ramp that is covered by the tread of the aircraft tire while the aircraft is motionless.",Business Term,aircraft footprint,wheel loading,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-freeDrop,free drop,"Cargo, not attached to a parachute, that is dropped intentionally from an aircraft in flight.",Business Term,free drop,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-impeller,impeller,"Rotating part of a centrifugal pump which imparts energy to the liquid to be moved. For shearing purposes, the impeller is on a rotating shaft within the body of liquid.",Business Term,impeller,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-spray,spray,"Water applied through an orifice in finely divided particles to absorb heat and smother fire, to protect exposures from radiated heat, and to carry water toward otherwise inaccessible fire.",Business Term,spray,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-thermalBelt,thermal belt,"An area of mountainous slope (characteristically the middle third), where the top of the radiation inversion intersects the slope. It typically experiences the least variation in diurnal temperatures and has the highest average temperatures and, thus, the lowest relative humidity. Its presence is most evident during clear weather with light wind.&nbsp;",Business Term,thermal belt,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-liftingProcesses,lifting processes,"Any of the processes that lead to upward vertical motion in the atmosphere. These processes may include low level convergence, heating or thermal convection, orographic lifting over the mountains, and frontal lifting.",Business Term,lifting processes,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-vigor,vigor,"A subjective assessment of the health of individual plants in similar site and growing conditions; or a more specific measure based upon a specific facet of growth, such as seed stalk or tiller production per plant or per unit area.",Business Term,vigor,,Fuels,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-burnOngoing,burn (ongoing),A fire in progress or under investigation.,Business Term,burn (ongoing),,Incident,,,JK-checked.&nbsp; NWCG also shows RMC which is not shown below.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dryAdiabaticLapseRate,dry adiabatic lapse rate,The rate of decrease of temperature with height of a parcel of dry air lifted adiabatically through an atmosphere in hydrostatic equilibrium. Numerically equal to 9.7670 C degrees per km or about 5.40 F degrees per thousand feet.,Business Term,dry adiabatic lapse rate,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-cover,cover,The area on the ground covered by the combined aerial parts of plants expressed as a percent of the total area.,Business Term,cover,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-assessmentDecisionMaking,assessment (decision-making),"The evaluation and interpretation of measurements, intelligence, and other information to provide a basis for decision-making.",Business Term,assessment (decision-making),,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-precautionaryLanding,precautionary landing,"A landing necessitated by apparent impending failure of engines, systems, or components which makes continued flight unadvisable.",Business Term,precautionary landing,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-shortTerm,short-term,Persons or work for which employment is less than 12 months (excluding firefighters hired for a particular fire).,Business Term,short-term,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-frictionLayer,friction layer,The layer of the atmosphere in which the frictional force of the earth's surface exercises an appreciable influence on winds.,Business Term,friction layer,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-aspirateFoam,aspirate (foam),To draw in gases (or other substances); nozzle aspirating systems draw air into the nozzle to mix with the foam solution.,Business Term,aspirate (foam),"aspirate, foam",Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelSizeClass,fuel size class,"A category used to describe the diameter of down dead woody fuels. Fuels within the same size class are assumed to have similar wetting and drying properties, and to preheat and ignite at similar rates during the combustion process.",Business Term,fuel size class,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-foliageFreezeFirePatternIndicator,"fire pattern indicator, foliage freeze","Small branches, needles, and leaves swept into a position by the wind and fixed by desiccation indicating the wind direction at the time of fire passage. One of the 11 NWCG categories of fire pattern indicators.",Business Term,"fire pattern indicator, foliage freeze",foliage freeze fire pattern indicator,Resources,,Desiccation is the act of drying or becoming dry.,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-director,Director,The ICS title for an individual responsible for supervision of a branch.,Business Term,Director,,Incident,,,JK-checked.&nbsp; ICS needs to be spelled out.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-retardantDrop,retardant drop,Fire retardant cascaded from an airtanker or helitanker.,Business Term,retardant drop,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-groundSupportUnit,Ground Support Unit,"Functional unit within the Logistics Section responsible for the fueling, maintaining and repairing of vehicles, and the transportation of personnel and supplies.",Business Term,Ground Support Unit,,Incident,,,gb,,,"Logistics Section, Support Branch",,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-overhead,overhead,"Personnel assigned to supervisory positions, including incident commander, command staff, general staff, branch directors, supervisors, unit leaders, managers and staff.",Business Term,overhead,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-structureVegetative,structure (vegetative),"The arrangement of vegetation in terms of density, basal area, cover, and vertical arrangement.",Business Term,structure (vegetative),,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-agencyDispatch,agency dispatch,The agency or jurisdictional facility from which resources are allocated to incidents.,Business Term,agency dispatch,,"Incident, Resources",,,JK-checked.&nbsp;&nbsp;,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-backfiring,backfiring,"A tactic associated with indirect attack, intentionally setting fire to fuels inside the control line to slow, knock down, or contain a rapidly spreading fire. Backfiring provides a wide defense perimeter and may be further employed to change the force of the convection column. Backfiring makes possible a strategy of locating control lines at places where the fire can be fought on the firefighter's terms. Except for rare circumstance meeting specified criteria, backfiring is executed on a command decision made through line channels of authority.&nbsp;",Business Term,backfiring,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-jumpSpot,jump spot,Selected landing area for smokejumpers.,Business Term,jump spot,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-flightFollowing,flight following,"The method and process through which an aircraft is tracked from departure point to destination. Flight following is the knowledge of the aircraft location and condition at regular intervals with a reasonable degree of certainty such that, in the event of mishap, those on board may be rescued.&nbsp;",Business Term,flight following,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-recoveryRelativeHumidity,recovery (relative humidity),The general term used to describe the maximum overnight value of atmospheric relative humidity.,Business Term,recovery (relative humidity),,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireDangerContinuum,fire danger continuum,"The range of possible values for a fire danger index or component, given a set of NFDRS parameters and weather input.",Business Term,fire danger continuum,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/ametsoc-adiabaticProcess,adiabatic process,"According to the American Meteorological Society, a process in which a system does not interact with its surroundings by virtue of a temperature difference between them. In an adiabatic process any change in internal energy (for a system of fixed mass) is solely a consequence of working. For an ideal gas and for most atmospheric systems, compression results in warming, expansion results in cooling.",Business Term,adiabatic process,,Fire Environment,,,JK-checked.,https://glossary.ametsoc.org/wiki/Adiabatic_process,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-crownConsumption,crown consumption,"Combustion of the twigs, and needles or leaves of a tree during a fire.",Business Term,crown consumption,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-departureFromAverageGreenness,Departure from Average Greenness,An NDVI-derived image of vegetation greenness compared to its average greenness for the current week of the year.,Business Term,Departure from Average Greenness,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelDepth,fuel depth,"The average distance from the bottom of the litter layer to the top of the layer of fuel, usually the surface fuel.",Business Term,fuel depth,,Fuels,,,gb,,,,,fuel bed depth,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelBedDepth,fuel bed depth,Average height of surface fuels contained in the combustion zone of a spreading fire front.,Business Term,fuel bed depth,,Fuels,,,gb,,,,,fuel depth,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-meanFireReturnInterval,mean fire return interval,Arithmetic average of all fire intervals in a given area over a given time.,Business Term,mean fire return interval,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-helibase,helibase,"The main location within the general incident area for parking, fueling, maintenance, and loading of helicopters. It is usually located at or near the incident base.",Business Term,helibase,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-slugFlow,slug flow,"The discharge of distinct pockets of water and air due to the insufficient mixing of foam concentrate, water, and air in a compressed air foam system.",Business Term,slug flow,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-maximumCertifiedGrossWeight,maximum certified gross weight,Absolute maximum allowable gross weight for an aircraft as established by the manufacturer and approved by the FAA.,Business Term,maximum certified gross weight,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-wetFoam,wet foam,A low expansion foam type with few and varied bubbles and rapid drain time which is used for rapid penetration and fire extinguishment.,Business Term,wet foam,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireHistory,fire history,A general term referring to the historic fire occurrence of a given geographic area.,Business Term,fire history,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-largeFireStatistical,large fire (statistical),"For statistical purposes, a fire burning more than a specified area of land e.g., 300 acres.",Business Term,large fire (statistical),,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-multiplePointsOfOrigin,multiple points of origin,Two or more separate points of fire origins at a fire scene; strong indication of arson.,Business Term,multiple points of origin,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-smokeInducedFog,Smoke-Induced Fog,"<span class=""TextRun  BCX9 SCXW260631238"" lang=""EN-US"" xml:lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun  BCX9 SCXW260631238"">A dense fog (water droplets suspended in the atmosphere) that forms away from a fire site when surface smoke comprised of increased fine particulates and water vapor, combines with ambient air that is already prone to natural fog formation.&nbsp;</span></span>",Business Term,Smoke-Induced Fog,,,,"<div><span data-contrast=""auto"">Under these conditions, smoke serves as a catalyst and induces surface fog formation, reducing visibility to a greater extent than smoke or fog individually. Smoke can induce fog in two ways.&nbsp;</span><span data-ccp-props=""{&quot;134233279&quot;:true,&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span><br />
<ol>
<li data-leveltext=""%2."" data-font=""Calibri, Calibri_MSFontService, sans-serif"" data-listid=""1"" aria-setsize=""-1"" data-aria-posinset=""1"" data-aria-level=""2""><span data-contrast=""auto"">S</span><span data-contrast=""auto"">urface smoke contains additional water which is a byproduct of combustion. This excess water can induce fog or if present increase the density of existing fog.&nbsp;</span><span data-ccp-props=""{&quot;134233279&quot;:true,&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ol>
<ol>
<li data-leveltext=""%2."" data-font=""Calibri, Calibri_MSFontService, sans-serif"" data-listid=""1"" aria-setsize=""-1"" data-aria-posinset=""2"" data-aria-level=""2""><span data-contrast=""auto"">Smoke contains particulate matter which may serve as condensation nuclei thus increasing the number of smaller fog droplets in smoke.&nbsp;</span><span data-ccp-props=""{&quot;134233279&quot;:true,&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ol>
<p><span data-contrast=""auto"">In either case, SIF reduces visibility beyond that of the separate individual impacts of smoke or fog. SIF can occur anywhere within surface smoke</span><span data-contrast=""auto"">&nbsp;plume</span><span data-contrast=""auto"">&nbsp;but will usually be found in low-lying areas and drainages where ambient conditions most likely favor fog formation. Fog has formed when observed relative humidity is under 100% and thus, it forms more easily in the presence of smoke. SIF is also most likely to be found late at night or early in the morning when ambient conditions most likely favor fog formation.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559685&quot;:720,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p></div>",GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireReport,fire report,"An official record of a fire, generally including information on cause, location, action taken, damage, costs, etc., from start of the fire until completion of suppression action. These reports vary in form and detail from agency to agency.",Business Term,fire report,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-kindlingPoint,kindling point,Lowest temperature at which sustained combustion can be initiated for a specified substance.,Business Term,kindling point,ignition temperature,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-heldLine,held line,"All control line that still contains the fire when mopup is completed. Excludes lost line, natural barriers not backfired, and unused secondary lines.",Business Term,held line,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-separationAirports,separation (airports),Spacing of aircraft while landing and taking off at airports to achieve safe and orderly movement in flight.,Business Term,separation (airports),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incidentMedicalSpecialistProgram,Incident Medical Specialist Program,"An incident-based program to care for emergent and minor medical as well as common occupational health care problems of incident personnel. This program may be deployed to Type I and Type II incidents. Currently, this program is only available in three regions: Northwest (R6), Northern Rockies (R1) and Alaska (R10). In Alaska, the program is known as the Alaska Fire Medic Program.",Business Term,Incident Medical Specialist Program,Alaska Fire Medic Program,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-pinFlags,pin flags,"Colored flags attached to metal or plastic pins to designate the location of fire pattern indicators, evidence, and other items of interest.",Business Term,pin flags,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-freeBurning,free burning,The condition of a fire or part of a fire that has not been slowed by natural barriers or by control measures.,Business Term,free burning,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-stringer,stringer,A narrow finger or band of fuel that connects two or more patches or areas of wildland fuel.,Business Term,stringer,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-crewShuttle,crew shuttle,Transportation of fireline personnel to and/or from assigned fireline locations.,Business Term,crew shuttle,,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-boundaryValue,boundary value,The equilibrium moisture content (EMC) commensurate with the boundary conditions and precipitation events of the preceding 24 hours.,Business Term,boundary value,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-burning,burning,"Decomposition of material by the application of heat and oxidation. Also applied to propellants and other pyrotechnic mixtures, though the proper term there is ""reacting"". Also often an element of the crime of arson.",Business Term,burning,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-climate,climate,"The prevalent or characteristic meteorological conditions of any place or region, and their extremes.",Business Term,climate,,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-groundSpeed,ground speed,Speed with which an aircraft traverses the ground over which it flies.,Business Term,ground speed,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-emergencyResponseProvider,emergency response provider,"Any federal, state, or local emergency public safety, law enforcement, emergency responder, emergency medical (including hospital emergency facilities), and related personnel, agencies, and authorities. It is any organization responding to an emergency, or providing mutual aid support to such an organization, whether in the field, at the scene of an incident, or operations center.&nbsp;",Business Term,emergency response provider,,Incident,,,GB - EDG had IOSC,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-absorption,absorption,Act of soaking up and retaining a gas in liquid or in a solid; also retention of radiant energy.,Business Term,absorption,,Miscellaneous,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-nationalResponsePlan,National Response Plan,"A plan that integrates federal government domestic prevention, preparedness, response, and recovery plans into one all-discipline, all-hazard plan.",Business Term,National Response Plan,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-extinguishingAgent,extinguishing agent,"Substance used to put out a fire by cooling the burning material, blocking the supply of oxygen, or chemically inhibiting combustion.",Business Term,extinguishing agent,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-nonstatisticalFire,non-statistical fire,"Any fire not posing a threat to resources or property of the jurisdictional agency, regardless of whether action was taken by the agency.",Business Term,non-statistical fire,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-bestAvailableControlMeasures,Best Available Control Measures,"An emission limitation action based on the maximum degree of emission reduction (considering energy, environmental, and economic impacts) achievable through application of production processes and available methods, systems, and techniques.",Business Term,Best Available Control Measures,,Fuels,,,JK-checked.,,,,,Reasonably Available Control Measures,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-reasonablyAvailableControlMeasures,Reasonably Available Control Measures,"Control measures developed by EPA which apply to residential wood combustion, fugitive dust, and prescribed and silvicultural burning in and around ""moderate""&nbsp;PM-10 non-attainment areas. RACM is designed to bring an area back into attainment and uses a smoke management program which relies on weather forecasts for burn/no-burn days.&nbsp;",Business Term,Reasonably Available Control Measures,,Fuels,,,gb,,,,,Best Available Control Measures,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelBreakSystem,fuel break system,A series of modified strips or blocks tied together to form continuous strategically located fuel breaks around land units.,Business Term,fuel break system,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireWeatherForecast,fire weather forecast,A weather prediction specially prepared for use in wildland fire operations and prescribed fire.,Business Term,fire weather forecast,,Fire Environment,,,gb,,,,,,,,,
